timestep,qx1,qy1,qz1,px1,py1,pz1,qx2,qy2,qz2,px2,py2,pz2,qx3,qy3,qz3,px3,py3,pz3
0.0,-3.8072030196524765e10,-1.3852737091556011e10,5.7708641635444425e6,0.05060169225696597,-0.14005006819353846,5.0277185839493823e-20,-3.8072030196524765e10,-1.3950271279541199e10,-1.2366137493315084e8,0.002751153158472498,-0.006535669849031795,-5.0277185839493823e-20,1.1954617481708773e6,435112.492538038,7.789879216972768e-11,-0.05335284541543847,0.14658573804257027,0.0
2.0215205309018665e10,-3.803781862831653e10,-1.3947064203044138e10,5.762147537040772e6,0.0509492967886128,-0.13994276933993824,-2.5878361916058214e-5,-3.8032194606151855e10,-1.4044451143497458e10,-1.2347459950601971e8,0.002766748132712987,-0.006510265025000488,2.5878241057006623e-5,1.1943796313042445e6,438074.15765861754,1.5068501303873114e-6,-0.053716044921325784,0.14645303436493873,1.20859051583799e-10
4.043041061803733e10,-3.800337257766953e10,-1.4041318742506516e10,5.735977018686762e6,0.051297713357517684,-0.13983466004833076,-5.181925751469903e-5,-3.7992142076993355e10,-1.4138263625442291e10,-1.2291381394843403e8,0.0027812010274496585,-0.00648477083310879,5.181903606025589e-5,1.193290176251303e6,441033.1312833826,5.2299811396620725e-6,-0.054078914384967335,0.1463194308814396,2.2145444313748453e-10
6.0645615927056e10,-3.796869149139677e10,-1.4135500180222239e10,5.692289180604073e6,0.05164696247232601,-0.13972578884703418,-7.788592082364377e-5,-3.795188924434849e10,-1.4231707090855095e10,-1.2197765875048451e8,0.0027944891085313235,-0.006459139563569726,7.788561944777188e-5,1.1921933897058985e6,443989.3952324336,1.076532584631462e-5,-0.054441451580857336,0.146184928410604,3.0137587189606645e-10
8.086082123607466e10,-3.793377479718728e10,-1.4229608019407206e10,5.630977666178409e6,0.051997080708172896,-0.13961620528669147,-0.00010414294860534642,-3.7911453185357475e10,-1.432477921125697e10,-1.2066385449496157e8,0.0028065735774948208,-0.006433322489852896,0.00010414258815222142,1.1910892784067371e6,446942.93134243536,1.7703058917841224e-5,-0.05480365428566772,0.14604952777654437,3.604531250024355e-10
1.0107602654509332e11,-3.789862189225065e10,-1.43236417972018e10,5.551891878147183e6,0.0523481221484364,-0.1395059604591645,-0.0001306569887494334,-3.7870851662424225e10,-1.4417476943170462e10,-1.1896917374754715e8,0.002817398129810708,-0.0064072693498240145,0.00013065658998790417,1.1899778491375085e6,449893.72146679164,2.5632561411740065e-5,-0.055165520278247115,0.14591322980898855,3.98761529257933e-10
1.2129123185411198e11,-3.7863232130954155e10,-1.4417601085806604e10,5.45483546553886e6,0.05270016040229608,-0.13939510752225034,-0.0001574974367969046,-3.783010338802836e10,-1.4509796503836067e10,-1.1688940863665853e8,0.002826886937309638,-0.006380927821029822,0.00015749702017101139,1.188859108726741e6,452841.7474757213,3.414742163264852e-5,-0.05552704733960572,0.1457760353432802,4.1662589324939766e-10
1.4150643716313068e11,-3.782760481053826e10,-1.4511485494167784e10,5.339564084833178e6,0.05305329155868273,-0.1392837022482923,-0.00018473716469858515,-3.778922833088393e10,-1.4601733335212576e10,-1.1441932288078052e8,0.0028349416942275766,-0.00635424297211894,0.00018473675007288603,1.1877330640478868e6,455786.9912564208,4.2850557324596444e-5,-0.05588823325291031,0.14563794522041132,4.1462569913114677e-10
1.6172164247214932e11,-3.779173915515743e10,-1.4605294669706713e10,5.205783095311205e6,0.05340763795325091,-0.13917180355069914,-0.00021245322076283434,-3.7748248057716354e10,-1.4693282066927568e10,-1.1155260240538919e8,0.002841437850208475,-0.006327156736308955,0.00021245282716482924,1.1865997220190347e6,458729.4347130861,5.1359306287873605e-5,-0.05624907580345938,0.14549896028700818,3.9359800513371646e-10
1.81936847781168e11,-3.775563429609162e10,-1.4699028300825142e10,5.053144232329536e6,0.05376335354099982,-0.1390594740279788,-0.00024072755364173333,-3.77071861574429e10,-1.478443646274045e10,-1.0828178405805895e8,0.002846219237679208,-0.00629960736740223,0.000240727198998852,1.1854590896031053e6,461669.0597671169,5.931074818095945e-5,-0.05660957277867902,0.14535908139538112,3.546428813254177e-10
