timestep,qx1,qy1,qz1,px1,py1,pz1,qx2,qy2,qz2,px2,py2,pz2,qx3,qy3,qz3,px3,py3,pz3
0.0,-6.456358436197076e9,-2.346812354739213e9,4.424944920983039e6,0.0034717514149790697,-0.010292905211544813,0.00013165050963342552,-6.537391797141063e9,-2.4460575479669847e9,-9.482024830678885e7,0.0004995405457506422,-0.0006181297766217434,-0.00013165050963342552,2.0284310160190976e8,7.382885120933017e7,1.3217681484938254e-8,-0.003971291960729711,0.010911034988166556,0.0
2.0215205309018665e10,-6.454020544491676e9,-2.353753447899555e9,4.5069384159198385e6,0.0034674193791391843,-0.010308774030259624,0.00011164130637328596,-6.530060655189858e9,-2.4548377036489534e9,-9.657725457984857e7,0.0005157349610243388,-0.0005979363430741241,-0.00011164164739360908,2.0276270125208035e8,7.404937622017923e7,0.003480096070394307,-0.003983154340163521,0.010906710373333746,3.410203231180445e-10
4.043041061803733e10,-6.451685255223332e9,-2.3607053780016227e9,4.575300967192971e6,0.0034640228719815683,-0.010325078743209678,9.11842127544933e-5,-6.522502495008264e9,-2.4633231012159767e9,-9.804217409540871e7,0.0005309891014076203,-0.0005772941346231442,-9.11848878569208e-5,2.0268206114988437e8,7.426981367789489e7,0.013784777049718337,-0.003995011973389187,0.01090237287783282,6.75102427481705e-10
6.0645615927056e10,-6.4493519454048815e9,-2.36766845728384e9,4.629712271682217e6,0.0034615419207179917,-0.010341875727915954,7.022290728991455e-5,-6.514730734957388e9,-2.471506863876133e9,-9.920814309571029e7,0.0005453229250157209,-0.0005561467769014918,-7.022390713030019e-5,2.0260118139141616e8,7.449016332212403e7,0.030749624214099967,-0.00400686484573371,0.010898022504817442,9.998403856294618e-10
8.086082123607466e10,-6.447020001176213e9,-2.3746430385090275e9,4.669811539877224e6,0.0034599696852925313,-0.010359228105308474,4.869432508416692e-5,-6.506758598029029e9,-2.4793812465021996e9,-1.000674302230274e8,0.000558743257657166,-0.0005344311519688709,-4.8695637996763235e-5,2.0252006207306427e8,7.471042489257614e7,0.05416204610337041,-0.004018712942949695,0.010893659257277344,1.3129125963007387e-9
1.0107602654509332e11,-6.44468880869026e9,-2.3816295191855955e9,4.695193274362033e6,0.0034593130238088315,-0.010377206644576724,2.6527753697207183e-5,-6.498599307136699e9,-2.4869375451745753e9,-1.0061134606043853e8,0.0005712432274083599,-0.0005120764934770679,-2.6529365796732626e-5,2.0243870329149914e8,7.49305981290192e7,0.08376388166730685,-0.00403055625121719,0.010889283138053788,1.6120995254218723e-9
1.2129123185411198e11,-6.442357744473381e9,-2.3886283475910535e9,4.705401247433792e6,0.003459593960574901,-0.01039589109345534,3.6435036340851156e-6,-6.490266291674463e9,-2.4941659681044507e9,-1.0083011408203709e8,0.0005828007965816154,-0.00048900305639667,-3.645398938731692e-6,2.023571051436669e8,7.515068277127747e7,0.11925318883053278,-0.004042394757156514,0.010884894149852008,1.895304646555319e-9
1.4150643716313068e11,-6.440026164601335e9,-2.395640029118863e9,4.69992215537527e6,0.003460851652281584,-0.01041537170345895,-2.0048616019989405e-5,-6.481773419453348e9,-2.501055499627693e9,-1.0071273467507222e8,0.0005933767955535089,-0.0004651205917982746,2.004645544469978e-5,2.022752677267795e8,7.537067855922858e7,0.16028713015856536,-0.004054228447835091,0.010880492295257222,2.160575289604073e-9
1.6172164247214932e11,-6.437693392124455e9,-2.402665134164366e9,4.678177734569957e6,0.003463145352875874,-0.010435751189051504,-4.4651255732287536e-5,-6.473135266155559e9,-2.507593731219192e9,-1.0024681620167598e8,0.0006029119579014732,-0.0004403263877001661,4.4648849606323435e-5,2.02193191138306e8,7.559058523280153e7,0.2064850173188914,-0.004066057310777347,0.010876077576751665,2.4061259640738828e-9
1.81936847781168e11,-6.435358702394809e9,-2.409704307050496e9,4.639515838332806e6,0.0034665584044893025,-0.010457147058842483,-7.028185548191563e-5,-6.464367429745415e9,-2.5137666702259316e9,-9.94183837906954e7,0.0006113229294824815,-0.00041450293789207696,7.027922511932776e-5,2.0211087547596255e8,7.58104025319745e7,0.25743204781937506,-0.004077881333971783,0.010871649996734555,2.6303625878636706e-9
