x , y
-9.92448, 4.65568
-9.94235, 4.63857
-9.96014, 4.62142
-9.97784, 4.60424
-9.99547, 4.58702
-10.013, 4.56976
-10.0305, 4.55247
-10.0479, 4.53514
-10.0652, 4.51777
-10.0824, 4.50037
-10.0995, 4.48293
-10.1166, 4.46546
-10.1336, 4.44795
-10.1505, 4.4304
-10.1673, 4.41282
-10.1841, 4.39521
-10.2007, 4.37756
-10.2173, 4.35988
-10.2338, 4.34217
-10.2503, 4.32442
-10.2666, 4.30663
-10.2829, 4.28882
-10.2991, 4.27097
-10.3152, 4.25309
-10.3312, 4.23517
-10.3472, 4.21722
-10.3631, 4.19925
-10.3788, 4.18123
-10.3946, 4.16319
-10.4102, 4.14512
-10.4258, 4.12701
-10.4412, 4.10887
-10.4566, 4.0907
-10.472, 4.0725
-10.4872, 4.05427
-10.5024, 4.03601
-10.5175, 4.01772
-10.5325, 3.9994
-10.5474, 3.98105
-10.5622, 3.96267
-10.577, 3.94426
-10.5917, 3.92582
-10.6063, 3.90735
-10.6209, 3.88886
-10.6353, 3.87033
-10.6497, 3.85178
-10.664, 3.83319
-10.6782, 3.81458
-10.6924, 3.79595
-10.7064, 3.77728
-10.7204, 3.75859
-10.7343, 3.73987
-10.7482, 3.72112
-10.7619, 3.70234
-10.7756, 3.68354
-10.7892, 3.66471
-10.8027, 3.64586
-10.8162, 3.62698
-10.8295, 3.60807
-10.8428, 3.58914
-10.856, 3.57018
-10.8692, 3.55119
-10.8822, 3.53218
-10.8952, 3.51315
-10.9081, 3.49409
-10.9209, 3.475
-10.9337, 3.4559
-10.9463, 3.43676
-10.9589, 3.4176
-10.9714, 3.39842
-10.9839, 3.37922
-10.9962, 3.35999
-11.0085, 3.34073
-11.0207, 3.32146
-11.0329, 3.30216
-11.0449, 3.28283
-11.0569, 3.26349
-11.0688, 3.24412
-11.0806, 3.22473
-11.0923, 3.20532
-11.104, 3.18588
-11.1156, 3.16642
-11.1271, 3.14694
-11.1385, 3.12744
-11.1499, 3.10792
-11.1612, 3.08837
-11.1724, 3.06881
-11.1835, 3.04922
-11.1946, 3.02962
-11.2056, 3.00999
-11.2165, 2.99034
-11.2273, 2.97067
-11.238, 2.95098
-11.2487, 2.93127
-11.2593, 2.91154
-11.2698, 2.89179
-11.2802, 2.87202
-11.2906, 2.85224
-11.3009, 2.83243
-11.3111, 2.8126
-11.3212, 2.79276
-11.3313, 2.77289
-11.3413, 2.75301
-11.3512, 2.73311
-11.361, 2.71319
-11.3708, 2.69325
-11.3805, 2.6733
-11.3901, 2.65332
-11.3996, 2.63333
-11.4091, 2.61332
-11.4184, 2.5933
-11.4277, 2.57325
-11.437, 2.55319
-11.4461, 2.53312
-11.4552, 2.51302
-11.4642, 2.49291
-11.4731, 2.47278
-11.4819, 2.45264
-11.4907, 2.43248
-11.4994, 2.4123
-11.508, 2.39211
-11.5166, 2.37191
-11.525, 2.35168
-11.5334, 2.33145
-11.5417, 2.31119
-11.55, 2.29092
-11.5581, 2.27064
-11.5662, 2.25034
-11.5743, 2.23003
-11.5822, 2.2097
-11.5901, 2.18936
-11.5978, 2.169
-11.6056, 2.14863
-11.6132, 2.12825
-11.6208, 2.10785
-11.6282, 2.08744
-11.6357, 2.06701
-11.643, 2.04657
-11.6503, 2.02612
-11.6574, 2.00566
-11.6646, 1.98518
-11.6716, 1.96469
-11.6786, 1.94419
-11.6854, 1.92367
-11.6923, 1.90314
-11.699, 1.8826
-11.7056, 1.86205
-11.7122, 1.84149
-11.7187, 1.82091
-11.7252, 1.80032
-11.7315, 1.77972
-11.7378, 1.75911
-11.744, 1.73849
-11.7502, 1.71786
-11.7562, 1.69721
-11.7622, 1.67656
-11.7681, 1.65589
-11.774, 1.63522
-11.7797, 1.61453
-11.7854, 1.59384
-11.791, 1.57313
-11.7966, 1.55241
-11.802, 1.53169
-11.8074, 1.51095
-11.8127, 1.4902
-11.818, 1.46945
-11.8232, 1.44868
-11.8282, 1.42791
-11.8333, 1.40713
-11.8382, 1.38634
-11.8431, 1.36554
-11.8479, 1.34473
-11.8526, 1.32391
-11.8572, 1.30309
-11.8618, 1.28225
-11.8663, 1.26141
-11.8707, 1.24056
-11.8751, 1.2197
-11.8793, 1.19884
-11.8835, 1.17797
-11.8876, 1.15709
-11.8917, 1.1362
-11.8957, 1.11531
-11.8996, 1.0944
-11.9034, 1.0735
-11.9071, 1.05258
-11.9108, 1.03166
-11.9144, 1.01073
-11.9179, 0.989799
-11.9214, 0.968858
-11.9248, 0.947912
-11.9281, 0.92696
-11.9313, 0.906002
-11.9345, 0.885038
-11.9375, 0.864069
-11.9405, 0.843095
-11.9435, 0.822115
-11.9463, 0.80113
-11.9491, 0.78014
-11.9518, 0.759146
-11.9545, 0.738146
-11.957, 0.717142
-11.9595, 0.696134
-11.9619, 0.675121
-11.9643, 0.654104
-11.9665, 0.633083
-11.9687, 0.612058
-11.9708, 0.59103
-11.9729, 0.569997
-11.9748, 0.548961
-11.9767, 0.527922
-11.9786, 0.506879
-11.9803, 0.485834
-11.982, 0.464785
-11.9836, 0.443733
-11.9851, 0.422679
-11.9865, 0.401622
-11.9879, 0.380563
-11.9892, 0.359501
-11.9904, 0.338437
-11.9916, 0.317371
-11.9927, 0.296303
-11.9937, 0.275233
-11.9946, 0.254161
-11.9955, 0.233088
-11.9963, 0.212014
-11.997, 0.190938
-11.9976, 0.169861
-11.9982, 0.148783
-11.9986, 0.127704
-11.9991, 0.106624
-11.9994, 0.0855432
-11.9997, 0.0644622
-11.9998, 0.0433807
-12, 0.0222991
-12, 0.00121723
-12, -0.0198646
-11.9999, -0.0409463
-11.9997, -0.0620278
-11.9994, -0.0831088
-11.9991, -0.104189
-11.9987, -0.125269
-11.9982, -0.146348
-11.9977, -0.167427
-11.997, -0.188504
-11.9963, -0.20958
-11.9956, -0.230655
-11.9947, -0.251728
-11.9938, -0.2728
-11.9928, -0.29387
-11.9917, -0.314938
-11.9906, -0.336004
-11.9894, -0.357069
-11.9881, -0.378131
-11.9867, -0.39919
-11.9853, -0.420248
-11.9838, -0.441302
-11.9822, -0.462354
-11.9805, -0.483403
-11.9788, -0.504449
-11.977, -0.525492
-11.9751, -0.546532
-11.9731, -0.567568
-11.9711, -0.588601
-11.969, -0.60963
-11.9668, -0.630656
-11.9645, -0.651677
-11.9622, -0.672694
-11.9598, -0.693708
-11.9573, -0.714717
-11.9548, -0.735721
-11.9521, -0.756721
-11.9494, -0.777716
-11.9467, -0.798707
-11.9438, -0.819692
-11.9409, -0.840672
-11.9379, -0.861647
-11.9348, -0.882617
-11.9317, -0.903581
-11.9284, -0.92454
-11.9252, -0.945493
-11.9218, -0.96644
-11.9183, -0.987381
-11.9148, -1.00832
-11.9112, -1.02924
-11.9076, -1.05017
-11.9038, -1.07108
-11.9, -1.09199
-11.8961, -1.11289
-11.8922, -1.13379
-11.8881, -1.15468
-11.884, -1.17556
-11.8798, -1.19643
-11.8755, -1.2173
-11.8712, -1.23815
-11.8668, -1.259
-11.8623, -1.27985
-11.8578, -1.30068
-11.8531, -1.32151
-11.8484, -1.34233
-11.8436, -1.36314
-11.8388, -1.38394
-11.8338, -1.40473
-11.8288, -1.42551
-11.8237, -1.44629
-11.8186, -1.46705
-11.8134, -1.48781
-11.8081, -1.50855
-11.8027, -1.52929
-11.7972, -1.55002
-11.7917, -1.57074
-11.7861, -1.59144
-11.7804, -1.61214
-11.7746, -1.63283
-11.7688, -1.65351
-11.7629, -1.67417
-11.7569, -1.69483
-11.7509, -1.71547
-11.7448, -1.73611
-11.7386, -1.75673
-11.7323, -1.77734
-11.7259, -1.79794
-11.7195, -1.81853
-11.713, -1.83911
-11.7064, -1.85968
-11.6998, -1.88023
-11.693, -1.90077
-11.6862, -1.9213
-11.6794, -1.94182
-11.6724, -1.96232
-11.6654, -1.98281
-11.6583, -2.00329
-11.6511, -2.02376
-11.6438, -2.04421
-11.6365, -2.06465
-11.6291, -2.08508
-11.6216, -2.10549
-11.6141, -2.12589
-11.6064, -2.14628
-11.5987, -2.16665
-11.591, -2.18701
-11.5831, -2.20735
-11.5752, -2.22768
-11.5672, -2.248
-11.5591, -2.2683
-11.5509, -2.28858
-11.5427, -2.30885
-11.5344, -2.32911
-11.526, -2.34935
-11.5175, -2.36957
-11.509, -2.38978
-11.5004, -2.40997
-11.4917, -2.43015
-11.483, -2.45031
-11.4741, -2.47046
-11.4652, -2.49059
-11.4562, -2.5107
-11.4472, -2.5308
-11.438, -2.55088
-11.4288, -2.57094
-11.4195, -2.59098
-11.4101, -2.61101
-11.4007, -2.63102
-11.3912, -2.65102
-11.3816, -2.67099
-11.3719, -2.69095
-11.3622, -2.71089
-11.3523, -2.73081
-11.3424, -2.75071
-11.3325, -2.7706
-11.3224, -2.79046
-11.3123, -2.81031
-11.3021, -2.83014
-11.2918, -2.84995
-11.2814, -2.86974
-11.271, -2.88951
-11.2605, -2.90926
-11.2499, -2.92899
-11.2393, -2.94871
-11.2285, -2.9684
-11.2177, -2.98807
-11.2068, -3.00772
-11.1958, -3.02735
-11.1848, -3.04696
-11.1737, -3.06655
-11.1625, -3.08612
-11.1512, -3.10566
-11.1399, -3.12519
-11.1284, -3.14469
-11.1169, -3.16417
-11.1053, -3.18363
-11.0937, -3.20307
-11.082, -3.22249
-11.0701, -3.24188
-11.0583, -3.26125
-11.0463, -3.2806
-11.0342, -3.29993
-11.0221, -3.31923
-11.0099, -3.33851
-10.9977, -3.35776
-10.9853, -3.377
-10.9729, -3.39621
-10.9604, -3.41539
-10.9478, -3.43455
-10.9351, -3.45369
-10.9224, -3.4728
-10.9096, -3.49189
-10.8967, -3.51095
-10.8837, -3.52999
-10.8707, -3.549
-10.8575, -3.56799
-10.8443, -3.58695
-10.8311, -3.60588
-10.8177, -3.62479
-10.8043, -3.64368
-10.7908, -3.66254
-10.7772, -3.68137
-10.7635, -3.70017
-10.7498, -3.71895
-10.7359, -3.7377
-10.722, -3.75643
-10.708, -3.77512
-10.694, -3.79379
-10.6799, -3.81243
-10.6656, -3.83105
-10.6513, -3.84963
-10.637, -3.86819
-10.6225, -3.88672
-10.608, -3.90522
-10.5934, -3.92369
-10.5787, -3.94213
-10.5639, -3.96055
-10.5491, -3.97893
-10.5342, -3.99728
-10.5192, -4.01561
-10.5041, -4.0339
-10.489, -4.05217
-10.4737, -4.0704
-10.4584, -4.0886
-10.443, -4.10677
-10.4276, -4.12492
-10.412, -4.14303
-10.3964, -4.1611
-10.3807, -4.17915
-10.3649, -4.19717
-10.349, -4.21515
-10.3331, -4.2331
-10.317, -4.25102
-10.3009, -4.26891
-10.2848, -4.28676
-10.2685, -4.30458
-10.2522, -4.32237
-10.2357, -4.34012
-10.2192, -4.35784
-10.2027, -4.37552
-10.186, -4.39318
-10.1693, -4.41079
-10.1525, -4.42838
-10.1356, -4.44592
-10.1186, -4.46344
-10.1015, -4.48091
-10.0844, -4.49836
-10.0672, -4.51576
-10.0499, -4.53313
-10.0325, -4.55047
-10.015, -4.56777
-9.9975, -4.58503
-9.97988, -4.60225
-9.96219, -4.61944
-9.94441, -4.63659
-9.92655, -4.65371
-9.90861, -4.67078
-9.8906, -4.68782
-9.8725, -4.70482
-9.85432, -4.72178
-9.83606, -4.7387
-9.81772, -4.75559
-9.7993, -4.77243
-9.78079, -4.78924
-9.76221, -4.806
-9.74355, -4.82273
-9.7248, -4.83942
-9.70598, -4.85606
-9.68707, -4.87267
-9.66809, -4.88923
-9.64902, -4.90576
-9.62987, -4.92224
-9.61064, -4.93868
-9.59133, -4.95508
-9.57193, -4.97144
-9.55246, -4.98775
-9.5329, -5.00402
-9.51326, -5.02025
-9.49354, -5.03644
-9.47374, -5.05258
-9.45386, -5.06868
-9.4339, -5.08474
-9.41385, -5.10075
-9.39372, -5.11672
-9.37351, -5.13264
-9.35322, -5.14852
-9.33285, -5.16435
-9.31239, -5.18014
-9.29186, -5.19588
-9.27124, -5.21158
-9.25054, -5.22723
-9.22975, -5.24283
-9.20889, -5.25839
-9.18794, -5.2739
-9.16691, -5.28936
-9.14579, -5.30477
-9.1246, -5.32014
-9.10332, -5.33546
-9.08196, -5.35073
-9.06051, -5.36595
-9.03898, -5.38112
-9.01737, -5.39625
-8.99568, -5.41132
-8.97391, -5.42634
-8.95205, -5.44132
-8.93011, -5.45624
-8.90808, -5.47111
-8.88597, -5.48593
-8.86378, -5.5007
-8.84151, -5.51542
-8.81915, -5.53009
-8.79671, -5.5447
-8.77418, -5.55926
-8.75158, -5.57377
-8.72888, -5.58822
-8.70611, -5.60263
-8.68325, -5.61697
-8.66031, -5.63127
-8.63728, -5.6455
-8.61417, -5.65969
-8.59098, -5.67382
-8.5677, -5.68789
-8.54433, -5.70191
-8.52089, -5.71587
-8.49736, -5.72978
-8.47374, -5.74362
-8.45004, -5.75742
-8.42626, -5.77115
-8.40239, -5.78483
-8.37844, -5.79844
-8.3544, -5.812
-8.33028, -5.8255
-8.30608, -5.83894
-8.28179, -5.85233
-8.25741, -5.86565
-8.23295, -5.87891
-8.20841, -5.89211
-8.18378, -5.90525
-8.15906, -5.91833
-8.13426, -5.93135
-8.10938, -5.9443
-8.08441, -5.9572
-8.05935, -5.97003
-8.03421, -5.98279
-8.00899, -5.9955
-7.98368, -6.00814
-7.95828, -6.02071
-7.9328, -6.03322
-7.90724, -6.04567
-7.88158, -6.05805
-7.85584, -6.07037
-7.83002, -6.08261
-7.80411, -6.0948
-7.77812, -6.10691
-7.75204, -6.11896
-7.72587, -6.13094
-7.69962, -6.14285
-7.67328, -6.15469
-7.64685, -6.16647
-7.62034, -6.17817
-7.59375, -6.18981
-7.56706, -6.20137
-7.5403, -6.21287
-7.51344, -6.22429
-7.4865, -6.23564
-7.45947, -6.24692
-7.43236, -6.25813
-7.40516, -6.26927
-7.37787, -6.28033
-7.3505, -6.29131
-7.32304, -6.30223
-7.29549, -6.31307
-7.26786, -6.32383
-7.24014, -6.33452
-7.21233, -6.34513
-7.18443, -6.35567
-7.15645, -6.36613
-7.12839, -6.37651
-7.10023, -6.38682
-7.07199, -6.39704
-7.04366, -6.40719
-7.01525, -6.41726
-6.98675, -6.42725
-6.95816, -6.43716
-6.92948, -6.44698
-6.90072, -6.45673
-6.87186, -6.4664
-6.84293, -6.47598
-6.8139, -6.48548
-6.78479, -6.4949
-6.75559, -6.50423
-6.7263, -6.51348
-6.69693, -6.52265
-6.66746, -6.53173
-6.63791, -6.54072
-6.60828, -6.54963
-6.57855, -6.55845
-6.54874, -6.56719
-6.51884, -6.57583
-6.48885, -6.58439
-6.45878, -6.59286
-6.42861, -6.60124
-6.39836, -6.60953
-6.36803, -6.61773
-6.3376, -6.62584
-6.30709, -6.63385
-6.27648, -6.64178
-6.2458, -6.64961
-6.21502, -6.65735
-6.18415, -6.66499
-6.1532, -6.67254
-6.12216, -6.67999
-6.09103, -6.68735
-6.05982, -6.69461
-6.02852, -6.70178
-5.99712, -6.70885
-5.96565, -6.71582
-5.93408, -6.72269
-5.90242, -6.72946
-5.87068, -6.73613
-5.83885, -6.7427
-5.80693, -6.74917
-5.77493, -6.75553
-5.74284, -6.7618
-5.71065, -6.76796
-5.67839, -6.77401
-5.64603, -6.77997
-5.61359, -6.78581
-5.58105, -6.79155
-5.54843, -6.79719
-5.51573, -6.80271
-5.48293, -6.80813
-5.45005, -6.81344
-5.41708, -6.81864
-5.38402, -6.82374
-5.35088, -6.82871
-5.31765, -6.83358
-5.28433, -6.83834
-5.25092, -6.84298
-5.21743, -6.84751
-5.18384, -6.85193
-5.15018, -6.85623
-5.11642, -6.86041
-5.08258, -6.86448
-5.04865, -6.86842
-5.01463, -6.87226
-4.98053, -6.87597
-4.94634, -6.87956
-4.91206, -6.88303
-4.8777, -6.88638
-4.84325, -6.88961
-4.80871, -6.89271
-4.77409, -6.89569
-4.73938, -6.89855
-4.70458, -6.90128
-4.6697, -6.90388
-4.63473, -6.90636
-4.59968, -6.90871
-4.56454, -6.91093
-4.52931, -6.91302
-4.494, -6.91498
-4.45861, -6.91681
-4.42312, -6.91851
-4.38756, -6.92007
-4.35191, -6.9215
-4.31617, -6.92279
-4.28035, -6.92395
-4.24444, -6.92497
-4.20845, -6.92585
-4.17238, -6.92659
-4.13622, -6.9272
-4.09997, -6.92766
-4.06365, -6.92798
-4.02723, -6.92816
-3.99074, -6.9282
-3.95416, -6.92809
-3.9175, -6.92783
-3.88076, -6.92743
-3.84393, -6.92688
-3.80702, -6.92619
-3.77003, -6.92534
-3.73296, -6.92434
-3.69581, -6.92319
-3.65857, -6.92189
-3.62125, -6.92043
-3.58385, -6.91882
-3.54637, -6.91706
-3.50881, -6.91513
-3.47117, -6.91305
-3.43345, -6.91081
-3.39565, -6.90841
-3.35777, -6.90584
-3.31981, -6.90312
-3.28178, -6.90023
-3.24366, -6.89717
-3.20547, -6.89395
-3.1672, -6.89056
-3.12885, -6.887
-3.09042, -6.88328
-3.05192, -6.87938
-3.01334, -6.87531
-2.97468, -6.87107
-2.93595, -6.86665
-2.89714, -6.86205
-2.85826, -6.85728
-2.81931, -6.85233
-2.78028, -6.8472
-2.74118, -6.84189
-2.702, -6.8364
-2.66275, -6.83073
-2.62343, -6.82487
-2.58404, -6.81882
-2.54458, -6.81258
-2.50504, -6.80616
-2.46544, -6.79955
-2.42577, -6.79274
-2.38602, -6.78574
-2.34621, -6.77855
-2.30634, -6.77116
-2.26639, -6.76358
-2.22638, -6.75579
-2.1863, -6.7478
-2.14616, -6.73962
-2.10595, -6.73123
-2.06568, -6.72263
-2.02534, -6.71383
-1.98494, -6.70482
-1.94448, -6.69561
-1.90396, -6.68618
-1.86338, -6.67654
-1.82274, -6.66668
-1.78204, -6.65661
-1.74128, -6.64633
-1.70046, -6.63582
-1.65959, -6.62509
-1.61866, -6.61415
-1.57768, -6.60298
-1.53665, -6.59158
-1.49556, -6.57996
-1.45442, -6.56811
-1.41322, -6.55602
-1.37198, -6.54371
-1.33069, -6.53116
-1.28935, -6.51838
-1.24797, -6.50536
-1.20654, -6.4921
-1.16506, -6.47861
-1.12354, -6.46487
-1.08198, -6.45088
-1.04038, -6.43665
-0.998732, -6.42217
-0.95705, -6.40744
-0.915331, -6.39247
-0.873575, -6.37723
-0.831784, -6.36175
-0.789959, -6.346
-0.748103, -6.33
-0.706215, -6.31373
-0.664298, -6.29721
-0.622354, -6.28042
-0.580383, -6.26336
-0.538387, -6.24603
-0.496367, -6.22844
-0.454326, -6.21057
-0.412265, -6.19242
-0.370186, -6.174
-0.328089, -6.15531
-0.285978, -6.13633
-0.243854, -6.11707
-0.201719, -6.09752
-0.159573, -6.07769
-0.117421, -6.05757
-0.0752625, -6.03716
-0.0331006, -6.01646
0.00906292, -5.99546
0.051226, -5.97417
0.0933865, -5.95257
0.135542, -5.93068
0.177691, -5.90848
0.219831, -5.88598
0.261959, -5.86317
0.304073, -5.84005
0.346172, -5.81662
0.388251, -5.79288
0.430309, -5.76882
0.472344, -5.74444
0.514352, -5.71974
0.556332, -5.69472
0.598279, -5.66938
0.640192, -5.64371
0.682068, -5.61771
0.723904, -5.59138
0.765697, -5.56472
0.807443, -5.53772
0.849141, -5.51039
0.890786, -5.48271
0.932376, -5.4547
0.973907, -5.42634
1.01538, -5.39764
1.05678, -5.36859
1.09811, -5.33919
1.13938, -5.30944
1.18056, -5.27933
1.22167, -5.24887
1.26269, -5.21805
1.30363, -5.18687
1.34448, -5.15533
1.38523, -5.12343
1.42588, -5.09116
1.46643, -5.05852
1.50687, -5.02551
1.5472, -4.99213
1.58742, -4.95838
1.62751, -4.92426
1.66748, -4.88976
1.70733, -4.85488
1.74703, -4.81962
1.7866, -4.78397
1.82603, -4.74795
1.86531, -4.71154
1.90443, -4.67474
1.9434, -4.63756
1.98221, -4.59999
2.02084, -4.56203
2.05931, -4.52367
2.09759, -4.48492
2.13569, -4.44578
2.1736, -4.40624
2.21132, -4.36631
2.24883, -4.32598
2.28614, -4.28525
2.32323, -4.24412
2.3601, -4.2026
2.39675, -4.16067
2.43317, -4.11834
2.46935, -4.07561
2.50529, -4.03248
2.54098, -3.98894
2.57641, -3.94501
2.61158, -3.90067
2.64648, -3.85593
2.68111, -3.81079
2.71545, -3.76524
2.7495, -3.7193
2.78326, -3.67295
2.81671, -3.6262
2.84985, -3.57906
2.88268, -3.53151
2.91518, -3.48357
2.94734, -3.43523
2.97917, -3.3865
3.01066, -3.33737
3.04179, -3.28785
3.07255, -3.23794
3.10295, -3.18764
3.13298, -3.13695
3.16262, -3.08589
3.19187, -3.03444
3.22072, -2.98261
3.24916, -2.9304
3.27719, -2.87782
3.3048, -2.82487
3.33198, -2.77156
3.35872, -2.71788
3.38502, -2.66384
3.41087, -2.60945
3.43626, -2.55471
3.46118, -2.49961
3.48563, -2.44418
3.50959, -2.38841
3.53307, -2.3323
3.55605, -2.27587
3.57853, -2.21911
3.60049, -2.16204
3.62193, -2.10466
3.64285, -2.04697
3.66324, -1.98898
3.68309, -1.9307
3.70239, -1.87213
3.72114, -1.81328
3.73933, -1.75416
3.75695, -1.69478
3.774, -1.63513
3.79047, -1.57524
3.80636, -1.5151
3.82166, -1.45473
3.83636, -1.39413
3.85046, -1.33331
3.86395, -1.27228
3.87683, -1.21105
3.88909, -1.14963
3.90073, -1.08803
3.91175, -1.02624
3.92213, -0.964298
3.93188, -0.902195
3.94099, -0.839946
3.94946, -0.77756
3.95728, -0.715046
3.96445, -0.652416
3.97097, -0.589678
3.97684, -0.526843
3.98204, -0.463921
3.98659, -0.400922
3.99048, -0.337856
3.99371, -0.274735
3.99627, -0.211567
3.99817, -0.148365
3.9994, -0.0851378
3.99996, -0.0218964
3.99986, 0.0413485
3.99909, 0.104587
3.99765, 0.167807
3.99555, 0.231
3.99279, 0.294154
3.98936, 0.35726
3.98527, 0.420306
3.98051, 0.483282
3.9751, 0.546179
3.96903, 0.608985
3.96231, 0.671691
3.95494, 0.734287
3.94692, 0.796762
3.93826, 0.859107
3.92895, 0.921312
3.91901, 0.983368
3.90843, 1.04526
3.89722, 1.10699
3.88539, 1.16854
3.87293, 1.22991
3.85987, 1.29108
3.84619, 1.35204
3.8319, 1.41279
3.81702, 1.47332
3.80154, 1.53362
3.78547, 1.59369
3.76882, 1.65351
3.75159, 1.71307
3.73379, 1.77238
3.71543, 1.83141
3.69651, 1.89017
3.67704, 1.94866
3.65703, 2.00685
3.63648, 2.06474
3.61539, 2.12234
3.59379, 2.17963
3.57167, 2.2366
3.54904, 2.29326
3.5259, 2.34959
3.50228, 2.4056
3.47816, 2.46127
3.45357, 2.5166
3.4285, 2.57158
3.40297, 2.62622
3.37698, 2.6805
3.35055, 2.73443
3.32367, 2.788
3.29635, 2.8412
3.26861, 2.89403
3.24046, 2.9465
3.21189, 2.99859
3.18291, 3.0503
3.15354, 3.10163
3.12378, 3.15258
3.09364, 3.20315
3.06313, 3.25333
3.03225, 3.30312
3.00101, 3.35252
2.96942, 3.40153
2.93749, 3.45014
2.90521, 3.49836
2.87261, 3.54618
2.83969, 3.5936
2.80645, 3.64062
2.77291, 3.68725
2.73906, 3.73347
2.70492, 3.77929
2.67049, 3.82471
2.63578, 3.86973
2.60079, 3.91435
2.56554, 3.95856
2.53003, 4.00238
2.49426, 4.04579
2.45825, 4.0888
2.422, 4.1314
2.38551, 4.17361
2.34879, 4.21541
2.31184, 4.25682
2.27468, 4.29782
2.23731, 4.33843
2.19974, 4.37864
2.16196, 4.41845
2.12399, 4.45786
2.08584, 4.49688
2.0475, 4.53551
2.00898, 4.57374
1.97029, 4.61159
1.93143, 4.64904
1.89242, 4.6861
1.85324, 4.72278
1.81392, 4.75907
1.77445, 4.79498
1.73483, 4.8305
1.69509, 4.86565
1.6552, 4.90041
1.61519, 4.93479
1.57506, 4.9688
1.53481, 5.00244
1.49444, 5.0357
1.45397, 5.0686
1.41339, 5.10112
1.3727, 5.13328
1.33192, 5.16507
1.29105, 5.1965
1.25009, 5.22757
1.20904, 5.25828
1.1679, 5.28863
1.12669, 5.31862
1.08541, 5.34827
1.04405, 5.37756
1.00263, 5.4065
0.961139, 5.4351
0.91959, 5.46335
0.877983, 5.49126
0.836321, 5.51883
0.794608, 5.54606
0.752847, 5.57296
0.711041, 5.59952
0.669192, 5.62574
0.627305, 5.65164
0.585381, 5.67721
0.543423, 5.70245
0.501435, 5.72737
0.459418, 5.75197
0.417376, 5.77625
0.375311, 5.80021
0.333225, 5.82386
0.291122, 5.8472
0.249003, 5.87022
0.206871, 5.89293
0.164728, 5.91534
0.122577, 5.93745
0.0804194, 5.95925
0.0382579, 5.98075
-0.00390558, 6.00195
-0.0460688, 6.02286
-0.0882298, 6.04347
-0.130387, 6.06379
-0.172537, 6.08382
-0.214679, 6.10357
-0.256812, 6.12302
-0.298932, 6.1422
-0.341039, 6.16109
-0.38313, 6.1797
-0.425204, 6.19803
-0.467259, 6.21609
-0.509294, 6.23388
-0.551306, 6.25139
-0.593295, 6.26863
-0.635258, 6.28561
-0.677194, 6.30232
-0.719102, 6.31876
-0.76098, 6.33495
-0.802827, 6.35087
-0.844641, 6.36654
-0.886422, 6.38194
-0.928166, 6.3971
-0.969875, 6.412
-1.01155, 6.42665
-1.05318, 6.44105
-1.09477, 6.45521
-1.13632, 6.46912
-1.17782, 6.48278
-1.21928, 6.49621
-1.2607, 6.50939
-1.30207, 6.52234
-1.3434, 6.53505
-1.38467, 6.54752
-1.4259, 6.55976
-1.46708, 6.57177
-1.5082, 6.58356
-1.54927, 6.59511
-1.59029, 6.60644
-1.63126, 6.61754
-1.67217, 6.62842
-1.71302, 6.63907
-1.75382, 6.64951
-1.79456, 6.65973
-1.83525, 6.66974
-1.87587, 6.67952
-1.91643, 6.6891
-1.95693, 6.69846
-1.99738, 6.70762
-2.03775, 6.71656
-2.07807, 6.7253
-2.11832, 6.73383
-2.15851, 6.74216
-2.19863, 6.75028
-2.23869, 6.75821
-2.27868, 6.76593
-2.31861, 6.77345
-2.35847, 6.78078
-2.39826, 6.78792
-2.43798, 6.79486
-2.47763, 6.8016
-2.51721, 6.80816
-2.55672, 6.81452
-2.59616, 6.8207
-2.63553, 6.82669
-2.67483, 6.83249
-2.71406, 6.83811
-2.75321, 6.84355
-2.79229, 6.8488
-2.8313, 6.85387
-2.87023, 6.85877
-2.90909, 6.86349
-2.94787, 6.86803
-2.98658, 6.87239
-3.02521, 6.87658
-3.06377, 6.8806
-3.10225, 6.88444
-3.14065, 6.88812
-3.17898, 6.89162
-3.21722, 6.89496
-3.25539, 6.89813
-3.29348, 6.90113
-3.3315, 6.90397
-3.36943, 6.90665
-3.40729, 6.90916
-3.44506, 6.91151
-3.48276, 6.91371
-3.52037, 6.91574
-3.55791, 6.91762
-3.59536, 6.91934
-3.63274, 6.9209
-3.67003, 6.92231
-3.70724, 6.92356
-3.74437, 6.92467
-3.78142, 6.92562
-3.81838, 6.92642
-3.85527, 6.92707
-3.89207, 6.92757
-3.92879, 6.92793
-3.96542, 6.92814
-4.00197, 6.9282
-4.03844, 6.92812
-4.07483, 6.9279
-4.11113, 6.92753
-4.14735, 6.92703
-4.18348, 6.92638
-4.21953, 6.92559
-4.25549, 6.92467
-4.29137, 6.92361
-4.32717, 6.92241
-4.36288, 6.92107
-4.39851, 6.9196
-4.43405, 6.918
-4.4695, 6.91626
-4.50487, 6.91439
-4.54016, 6.91239
-4.57536, 6.91026
-4.61047, 6.908
-4.6455, 6.90561
-4.68044, 6.9031
-4.71529, 6.90045
-4.75006, 6.89768
-4.78475, 6.89479
-4.81934, 6.89177
-4.85385, 6.88863
-4.88828, 6.88536
-4.92261, 6.88198
-4.95686, 6.87847
-4.99103, 6.87484
-5.0251, 6.87109
-5.05909, 6.86722
-5.093, 6.86324
-5.12681, 6.85913
-5.16054, 6.85491
-5.19418, 6.85058
