timestep,qx1,qy1,qz1,px1,py1,pz1,qx2,qy2,qz2,px2,py2,pz2,qx3,qy3,qz3,px3,py3,pz3
8.223545519708792e13,-4.099551144706026e8,6.863488282319663e9,2.5457584114961163e6,-0.011539035625875053,-0.0003726193421931298,0.0004903959091310708,-4.8904970410172606e8,6.831776147299424e9,-5.402836114032725e7,-5.1239053610281845e-5,-0.00032573984469639217,-0.0004902400215599552,1.298332301986033e7,-2.1546913507581335e8,-733.0467482351763,0.011590274679485368,0.0006983591868894444,-1.5588757111326832e-7
8.225567040239695e13,-4.17750824741458e8,6.863224278977971e9,2.8604432925241827e6,-0.0115981201496945,-0.0004115170904300548,0.00044268313835659336,-4.893502408005062e8,6.82725846277235e9,-6.0769357589174025e7,8.61180678542671e-6,-0.00029944477460697963,-0.0004425272380054116,1.3217615079364287e7,-2.1545489021722475e8,-736.1981506916673,0.011589508342909107,0.0007109618650369568,-1.5590035117940858e-7
8.227588560770597e13,-4.2558424766237795e8,6.862932973928563e9,3.141172083827811e6,-0.011650860819117688,-0.00045359654991639905,0.00038971108511784484,-4.8883148484838104e8,6.823143845281096e9,-6.678272324660068e7,6.213252026827411e-5,-0.00026996716537529,-0.0003895551562879122,1.345189150865891e7,-2.154403906012547e8,-739.349969403114,0.011588728298849446,0.0007235637152916113,-1.559288299302643e-7
8.229610081301498e13,-4.33450897843862e8,6.862612339939044e9,3.384606841898188e6,-0.011696644756141576,-0.0004985059481680963,0.0003320998029460661,-4.875893538413646e8,6.819475747574897e9,-7.19969305235362e7,0.00010871020401768536,-0.00023765877542304359,-0.00033194382985906473,1.3686152030693611e7,-2.1542563624478045e8,-742.5025238046661,0.01158793455212392,0.0007361647235910623,-1.5597308699903395e-7
8.2316316018324e13,-4.4134590229389536e8,6.862260597206085e9,3.587844479272909e6,-0.011734935338817327,-0.000545863341174303,0.0002705187465529957,-4.857280712128814e8,6.816292320559217e9,-7.634977017907587e7,0.00014780823124212615,-0.00020290153406890595,-0.0002703627141056702,1.3920396368514735e7,-2.1541062716496968e8,-745.656127290742,0.011587127107575229,0.0007487648752431312,-1.560324473231315e-7
8.233653122363302e13,-4.4926405358146966e8,6.861876232380788e9,3.7484477657279707e6,-0.011765277071999364,-0.0005952602328703877,0.00020568043151158693,-4.833590270159094e8,6.813626005618379e9,-7.978901564246295e7,0.00017897110211155344,-0.00016610392204509153,-0.00020552432600152716,1.4154624245266203e7,-2.1539536337929365e8,-748.8110722006306,0.01158630596988784,0.0007613641549154014,-1.5610551005739387e-7
8.235674642894205e13,-4.5719986588261795e8,6.86145801531725e9,3.8644723462277856e6,-0.011787300025574864,-0.0006462653406477895,0.00013833385638445646,-4.8059957693211263e8,6.811503175727097e9,-8.227300197923347e7,0.00020182888216316539,-0.00012769720600575309,-0.00013817766617299607,1.4388835384183334e7,-2.1537984490553975e8,-751.9676157162819,0.011585471143411727,0.000773962546653465,-1.5619021145796498e-7
8.237696163425106e13,-4.651476340473887e8,6.861005013041305e9,3.9344889104794157e6,-0.011800723719104593,-0.0006984285522725911,6.925761326563424e-5,-4.775717765443138e8,6.809943836128981e9,-8.377110096200891e7,0.00021610108710281838,-8.813148165584241e-5,-6.910132934552724e-5,1.4623029508583542e7,-2.1536407176182398e8,-755.1259673795362,0.011584622632001806,0.0007865600339283558,-1.562839201046171e-7
8.239717683956008e13,-4.7310149502955955e8,6.860516601073886e9,3.9576007634080215e6,-0.01180536051154002,-0.0007512850589379433,-7.472887742155986e-7,-4.744010649790696e8,6.808961381700505e9,-8.426409758802736e7,0.00022160007265955165,-4.787154077296398e-5,9.036723337721324e-7,1.4857206341857325e7,-2.1534804396660155e8,-758.2862788118655,0.011583760438880498,0.0007991565997108296,-1.563835595541445e-7
8.24173920448691e13,-4.8105549143319494e8,6.859992471887753e9,3.933456424893203e6,-0.011801118431764457,-0.000804359683422146,-7.086491784507753e-5,-4.7121490318345046e8,6.808562415742478e9,-8.374446007889743e7,0.00021823386523424766,-7.3925431470936555e-6,7.102140359817964e-5,1.5091365607452525e7,-2.153317615386763e8,-761.4486361491489,0.011582884566530238,0.0008117522265691622,-1.5648575309970022e-7
8.243760725017811e13,-4.89003636766782e8,6.859432640376693e9,3.8622570639910377e6,-0.011788003401255775,-0.0008571714094449393,-0.00014027223990925765,-4.6814137561104e8,6.808746632787418e9,-8.221649918854964e7,0.00020600838463457526,3.282451265835484e-5,0.000140428826893147,1.5325507028858762e7,-2.153152244972075e8,-764.6130555710932,0.011581995016621228,0.000824346896786507,-1.5658698388691527e-7
8.245782245548712e13,-4.969399819547667e8,6.858837446183488e9,3.7447585176802375e6,-0.011766120774870438,-0.0009092381140828679,-0.00020814726688681224,-4.653077649632439e8,6.8095067687179985e9,-7.969641146289489e7,0.0001850289848922372,7.229752159032234e-5,0.00020830395064961614,1.555963032959139e7,-2.1529843286171418e8,-767.7794821637016,0.01158109178997823,0.000836940592492468,-1.5668376280148474e-7
8.247803766079616e13,-5.048586826846521e8,6.858207552865042e9,3.582267869691139e6,-0.011735676152809772,-0.0009600815025481928,-0.0002736775295397642,-4.6283910902447647e8,6.810828618658337e9,-7.621220592741123e7,0.00015550126622170508,0.00011054820674527076,0.0002738343023359964,1.579373523317368e7,-2.1528138665207723e8,-770.9477921677868,0.011580174886588095,0.0008495332958028445,-1.567727962297357e-7
8.249825286610517e13,-5.1275406694948494e8,6.857543943515512e9,3.3766339594508363e6,-0.011696975292133486,-0.0010092322284658156,-0.0003360688411113886,-4.60856753311401e8,6.812691130763081e9,-7.180350070339613e7,0.00011773098648487927,0.00014710723950455575,0.0003362256922567516,1.602782146312036e7,-2.1526408588853797e8,-774.1177985797731,0.011579244305648637,0.0008621249889611823,-1.5685114536050702e-7
8.251846807141419e13,-5.206207022486083e8,6.85684791299109e9,3.130232082929005e6,-0.011650423095900553,-0.001056235178049402,-0.00039455431402776015,-4.594769110463116e8,6.815066572826569e9,-6.652119516277295e7,7.212305024438114e-5,0.0001815195235738998,0.0003947112303970861,1.6261888742922936e7,-2.152465305916942e8,-777.2892597972676,0.011578300045656206,0.0008747156544754247,-1.569163693234407e-7
