timestep,qx1,qy1,qz1,px1,py1,pz1,qx2,qy2,qz2,px2,py2,pz2,qx3,qy3,qz3,px3,py3,pz3
1.0249109091672462e14,-9.299185385475746e9,-3.9897582452995257e9,95204.57784671345,3.912770125602457,-9.124739998680196,-0.0033444780935198725,-9.351423996735798e9,-4.036756521059133e9,-6.127893756472097e7,0.008419771040721561,-0.01454950462596129,0.0032999418772940523,9.312277379100434e6,3.9954097044254728e6,-9.4140652581404,-3.9211898966427174,9.13928950330608,4.45362162257596e-5
1.0251130612203366e14,-9.2182831264159e9,-4.1734566728225846e9,3287.5082397269757,4.091356724047171,-9.050787778653401,-0.005478979912770816,-9.213669340398802e9,-4.2194490184157267e9,3.731612320115732e6,0.010370215372301213,-0.008913060048445914,0.005434255476263625,9.231182263521725e6,4.1793639014448295e6,-8.511765489926564,-4.101726939419011,9.059700838701765,4.472443650713025e-5
1.0253152132734267e14,-9.133691885249044e9,-4.355653685631882e9,-23969.09664000731,4.276968828243555,-8.969603333800027,0.0024049958706657683,-9.115620284605677e9,-4.299582087984461e9,2.2553643848702285e7,0.0036807037491628004,-0.006942934321502806,-0.0024498822619678563,9.146453753676776e6,4.361673100551518e6,-7.606004750214686,-4.280649531992256,8.976546268121448,4.488639130202829e-5
1.0255173653265169e14,-9.045434435185904e9,-4.536060421044237e9,32896.15753656437,4.454180967330207,-8.879079835719873,0.002795093891348849,-9.06483105508758e9,-4.432231370154253e9,-1.8713577757932186e7,0.0037062890219008034,-0.01077871618611523,-0.002840120555159825,9.05812519869232e6,4.542265544958907e6,-6.697148677499304,-4.457887256351649,8.889858551905904,4.502666381091618e-5
1.025719517379607e14,-8.95362324670831e9,-4.714629202040467e9,84057.50646751285,4.628881895904689,-8.787303500053692,0.0022387226794962317,-9.005798913874378e9,-4.600679921370067e9,-5.5908419662099466e7,0.004488419735457989,-0.0123683006561286,-0.0022838660339322605,8.966231365217034e6,4.72107015392684e6,-5.785718942614809,-4.633370315639686,8.799671800709739,4.514335443596938e-5
1.0259216694326972e14,-8.858299322257015e9,-4.891316063504034e9,122996.15685390265,4.801721004116432,-8.69278750839057,0.0016095122823794787,-8.935072277266596e9,-4.78606179981118e9,-8.437436588169685e7,0.0053086408891019465,-0.01323398439160454,-0.0016547631731378973,8.870808423474498e6,4.898016550020223e6,-4.872044621569479,-4.807029645005077,8.70602149278209,4.525089075835877e-5
1.0261238214857873e14,-8.75950051111014e9,-5.066061274630104e9,148948.57021248847,4.972656955513591,-8.595177595346545,0.0009516532549513156,-8.852443803288948e9,-4.981294482908041e9,-1.0356597699263594e8,0.0061399559695686735,-0.013766883445567061,-0.0009970120966456717,8.771893932464061e6,5.073035086902622e6,-3.9562024248418375,-4.978796911482704,8.608944478792031,4.5358841694296314e-5
1.0263259735388777e14,-8.657266248688679e9,-5.238801151619283e9,161070.99139658108,5.141590380118037,-8.494384283677562,0.0002333596948010925,-8.757554509909758e9,-5.182660926420266e9,-1.1288060297225267e8,0.0070141491544983186,-0.014094681484198422,-0.00027882933384450545,8.669526825031877e6,5.246056876912716e6,-3.0381472374722267,-5.14860452927208,8.50847896516168,4.5469639043353277e-5
1.0265281255919678e14,-8.5516382271641e9,-5.409471349008111e9,157548.9393876514,5.308396160811561,-8.390422742186995,-0.0006106769880125374,-8.649403828627266e9,-5.387478071309316e9,-1.11022201376312e8,0.007989520552357191,-0.01424175538739641,0.0005650984560213755,8.563747392553518e6,5.417013818304388e6,-2.1178574628606253,-5.316385681363461,8.404664497574318,4.557853199110224e-5
1.026730277645058e14,-8.442661125375306e9,-5.578008852640931e9,134688.08863078553,5.472895286428804,-8.283423149546588,-0.0017113087772339414,-8.52581697137831e9,-5.592692514289413e9,-9.53518631507723e7,0.009179055043873948,-0.014118795526719245,0.0016656352068855124,8.454597269164588e6,5.585838622157376e6,-1.1954802217515421,-5.482074341472223,8.297541945073238,4.567357034836947e-5
1.0269324296981481e14,-8.330384517625547e9,-5.744356368088048e9,84603.76094746607,5.634756732419206,-8.173934880334706,-0.0033843950660933033,-8.382069947804058e9,-5.791764918376976e9,-6.023734682692228e7,0.010848560485826988,-0.01321860363164806,0.003338659109357097,8.342119415581836e6,5.752464838970213e6,-0.27147539182335056,-5.645605292904578,8.18715348396629,4.573595673614671e-5
1.0271345817512383e14,-8.214864951407318e9,-5.90849124081435e9,-7869.841167519735,5.794177712642101,-8.06615355041547,-0.0054292960685293585,-8.20939369170001e9,-5.954031483480603e9,5.154681733465224e6,0.012736427281634804,-0.007389025584249443,0.005383549361999029,8.226358102605074e6,5.916826884887659e6,0.6532867386187287,-5.806914139923282,8.073542575999653,4.574670653026516e-5
1.0273367338043286e14,-8.09605079020118e9,-6.070440399040352e9,-33635.29405133474,5.9598390039198845,-7.951214062672282,0.0023886424121634026,-8.077217076486778e9,-6.014048704381584e9,2.2898135940156955e7,0.006098366516847251,-0.0055398580798207715,-0.0024343725308713787,8.107358894137652e6,6.078860067222919e6,1.5779037330640866,-5.9659373704362775,7.956753920752037,4.5730118707915165e-5
1.0275388858574188e14,-7.973979765840904e9,-6.229924771825708e9,22962.19379257205,6.1165598847851825,-7.827550944701057,0.00278983849109774,-7.992044476232952e9,-6.125598544669436e9,-1.818872198955643e7,0.006052538655180791,-0.00928256219355253,-0.0028355300358072783,7.985168628137031e6,6.238500609784673e6,2.5020169907547927,-6.122612423439909,7.8368335068945445,4.569154470947689e-5
1.0277410379105089e14,-7.848776073484621e9,-6.386904671018752e9,74123.43245476978,6.270093322272674,-7.702995664016054,0.0022424129363177703,-7.899518077384447e9,-6.27214832625295e9,-5.539174930586727e7,0.006784265844870302,-0.010832882851006415,-0.0022880345608469457,7.859835398822367e6,6.395685678671933e6,3.425016571391013,-6.276877588117086,7.713828546866994,4.562162452911341e-5
1.027943189963599e14,-7.720494230506698e9,-6.541344262187644e9,113169.95768983765,6.421107203616855,-7.5761243140436045,0.0016158216745841493,-7.795933972833991e9,-6.435102947458054e9,-8.39402562659305e7,0.007564929897737262,-0.011663123773029676,-0.0016613559346111773,7.731408538098084e6,6.550353406310506e6,4.346401080410406,-6.428672133514135,7.5877874378165675,4.55342600269662e-5
